# Hecus337_03-D2O-30C.dat
#
# sample:	005314_005315.chi
# background:	005205_005207.chi
# scfb = 0.9612
# y' = y(sample) - scfb * y(background)
# dy' = sqrt( dy(sample)^2 + ( scfb * dy(background) )^2 )
# Drop 0 points at the beginning and 0 points at the end
#
#           s [1/nm]            I [1/cm]           dI [1/cm]
        0.7333582680        0.0064645770        0.0000660708
        0.7371878150        0.0059316829        0.0000637842
        0.7410173620        0.0058081529        0.0000699584
        0.7448469090        0.0049944606        0.0000747205
        0.7486764560        0.0049246535        0.0000649830
        0.7525060030        0.0047752681        0.0000634934
        0.7563355500        0.0046420276        0.0000607996
        0.7601650980        0.0051216656        0.0000620051
        0.7639946450        0.0044498283        0.0000635591
        0.7678241920        0.0047491556        0.0000694003
        0.7716537390        0.0044714343        0.0000660578
        0.7754832860        0.0036406115        0.0000627007
        0.7793128330        0.0023753255        0.0000682883
        0.7831423800        0.0041758805        0.0000650978
        0.7869719270        0.0036895721        0.0000704089
        0.7908014740        0.0032042395        0.0000762538
        0.7946310210        0.0036516477        0.0000908284
        0.7984605680        0.0027573192        0.0000755860
        0.8022901160        0.0033642588        0.0000841487
        0.8061196630        0.0023792378        0.0000773174
        0.8099492100        0.0026337718        0.0001003412
        0.8137787570        0.0013488236        0.0001136027
        0.8176083040        0.0017448111        0.0001219324
        0.8214378510        0.0014955224        0.0001321018
        0.8252673980        0.0012284795        0.0001939089
        0.8290969450        0.0044963965        0.0002055779
        0.8329264920        0.0032455541        0.0002448093
        0.8367560390        0.0039344646        0.0002690357
        0.8405855860        0.0041687101        0.0002669528
        0.8444151340        0.0027536371        0.0003476165
        0.8482446810        0.0031806985        0.0002655807
        0.8520742280        0.0022944772        0.0002381009
        0.8559037750        0.0032277669        0.0005786064
        0.8597333220        0.0049752224        0.0005670111
        0.8635628690        0.0062645945        0.0007294007
        0.8673924160        0.0017083970        0.0007419218
        0.8712219630        0.0055714673        0.0012392856
        0.8750515100        0.0079564896        0.0016492612
        0.8788810570        0.0105267105        0.0016495816
        0.8827106040        0.0042668176        0.0004509343
        0.8865401520        0.0028802317        0.0015852080
        0.8903696990        0.0018493771        0.0015366930
        0.8941992460        0.0108350721        0.0035635635
        0.8980287930        0.0026583097        0.0020269237
