# JCNS337_03-30C.dat
#
# low-Q:
# sample:	QI-53358-KWS-HF.RAD
# scf = 0.95
# y' = scf * y(sample)
# dy' = scf * dy(sample)
# Drop 0 points at the beginning and 6 points at the end
#
# middle-Q:
# sample:	QI-53323-KWS-HF.RAD
# scf = 0.98
# y' = scf * y(sample)
# dy' = scf * dy(sample)
# Drop 12 points at the beginning and 8 points at the end
#
# high-Q:
# sample:	QI-53306-KWS-HF.RAD
# y' = y(sample)
# dy' = dy(sample)
# Drop 8 points at the beginning and 0 points at the end
#
#           s [1/nm]            I [1/cm]           ds [1/nm]           dI [1/cm]
        0.0509314671       27.9347649560        0.0045238447        0.0633726095
        0.0524288260       24.4827744420        0.0046455993        0.0581285441
        0.0539261305       21.3329455640        0.0047676324        0.0536002376
        0.0554233791       19.1140793480        0.0048899227        0.0503763187
        0.0569205701       16.9339219560        0.0050124510        0.0467790926
        0.0584177023       15.0431513120        0.0051351996        0.0440938591
        0.0599147739       13.4984411100        0.0052581527        0.0412225759
        0.0614117834       12.0219038240        0.0053812957        0.0381164278
        0.0629087292       10.8323060300        0.0055046155        0.0357995145
        0.0644056099        9.8047667200        0.0056280999        0.0337339857
        0.0659024238        8.8457122992        0.0057517377        0.0315983227
        0.0673991694        7.9256536660        0.0058755189        0.0294170083
        0.0688958452        7.2683604140        0.0059994341        0.0275664790
        0.0703924496        6.6227457926        0.0061234745        0.0261689333
        0.0718889810        6.1713945132        0.0062476323        0.0263882424
        0.0733854380        5.6584947454        0.0063719002        0.0263625847
        0.0748818190        5.2115049952        0.0064962712        0.0250647567
        0.0763781223        4.7898999596        0.0066207391        0.0238994490
        0.0778743467        4.5185835786        0.0067452980        0.0231612563
        0.0793704904        4.2589092546        0.0068699424        0.0221495414
        0.0808665519        3.9491648980        0.0069946673        0.0212114511
        0.0823625296        3.6754236442        0.0071194680        0.0201548678
        0.0838584222        3.5203475622        0.0072443400        0.0193719912
        0.0853542278        3.3278837844        0.0073692792        0.0191595091
        0.0868499451        3.0666700666        0.0074942818        0.0201485252
        0.0883455726        2.8473946550        0.0076193441        0.0208364564
        0.0898411085        2.6743891986        0.0077444627        0.0214463838
        0.0913365516        2.5806770906        0.0078696344        0.0224068918
        0.0928319001        2.4250067660        0.0079948562        0.0229335166
        0.0936616476        2.3793112400        0.0097603300        0.0056646175
        0.0943271527        2.3380922320        0.0081201254        0.0237817701
        0.0958223076        2.2542271150        0.0082454392        0.0240448274
        0.0973173633        2.0421810066        0.0083707951        0.0240753359
        0.0988123185        1.9215985432        0.0084961908        0.0242206083
        0.1003071715        1.8479947318        0.0086216239        0.0250589896
        0.1018019206        1.6550117304        0.0087470926        0.0249150541
        0.1032965646        1.6411181822        0.0088725945        0.0264541675
        0.1047911018        1.5204697746        0.0089981280        0.0267728715
        0.1062855306        1.4475713476        0.0091236911        0.0284757989
        0.1070197475        1.4559749000        0.0107034024        0.0039181226
        0.1077798497        1.3454387758        0.0092492822        0.0298550918
        0.1092740573        1.4178619224        0.0093748997        0.0339621690
        0.1136955533        1.1835617800        0.0111879564        0.0034865033
        0.1203690144        0.9611177900        0.0116797062        0.0029647797
        0.1270399947        0.7867101690        0.0121777424        0.0025382761
        0.1337083579        0.6522896280        0.0126812857        0.0022519638
        0.1403739689        0.5361815050        0.0131896668        0.0019869774
        0.1470366919        0.4586243370        0.0137023077        0.0018303121
        0.1536963923        0.3863047160        0.0142187081        0.0016658104
        0.1603529358        0.3380966010        0.0147384330        0.0015669092
        0.1670061869        0.2969977750        0.0152611023        0.0014555376
        0.1736560131        0.2618970980        0.0157863833        0.0013562231
        0.1803022805        0.2445682460        0.0163139830        0.0013292438
        0.1869448556        0.2262096670        0.0168436425        0.0014460755
        0.1935836078        0.2125046040        0.0173751325        0.0014272320
        0.2002184017        0.1994524590        0.0179082490        0.0012549353
        0.2068491086        0.1902494830        0.0184428094        0.0011871123
        0.2134755947        0.1830913460        0.0189786505        0.0011441046
        0.2200977311        0.1745068920        0.0195156253        0.0011171362
        0.2267153872        0.1640720750        0.0200536011        0.0010602027
        0.2333284343        0.1515010370        0.0205924579        0.0010143311
        0.2399367417        0.1410621590        0.0211320868        0.0009765713
        0.2465401805        0.1308132310        0.0216723883        0.0009477972
        0.2531386235        0.1211287930        0.0222132720        0.0009360663
        0.2597319417        0.1110393950        0.0227546542        0.0009053170
        0.2663200110        0.1017599460        0.0232964589        0.0008782308
        0.2729027040        0.0980529321        0.0238386152        0.0008484310
        0.2794798934        0.0909666188        0.0243810584        0.0008221563
        0.2860514567        0.0865778275        0.0249237281        0.0008030897
        0.2926172666        0.0846638969        0.0254665680        0.0007829262
        0.2991772020        0.0812422772        0.0260095262        0.0007579149
        0.3057311373        0.0800139795        0.0265525538        0.0007542315
        0.3122789515        0.0779999325        0.0270956053        0.0007432052
        0.3188205221        0.0762180124        0.0276386380        0.0007818295
        0.3253557296        0.0760289696        0.0281816115        0.0007952109
        0.3318844516        0.0756610346        0.0287244880        0.0007927348
        0.3384065702        0.0779705000        0.0292672320        0.0007825579
        0.3449219646        0.0762227212        0.0298098096        0.0007742905
        0.3514305184        0.0754855663        0.0303521887        0.0007834445
        0.3579321141        0.0741281423        0.0308943389        0.0007633255
        0.3644266336        0.0757612042        0.0314362315        0.0007551638
        0.3709139610        0.0747255826        0.0319778387        0.0007352758
        0.3773939832        0.0734432627        0.0325191345        0.0007557597
        0.3838665839        0.0753312762        0.0330600935        0.0008031637
        0.3903316503        0.0725465177        0.0336006920        0.0008653117
        0.3967890693        0.0711083229        0.0341409068        0.0009120527
        0.4032387294        0.0734364556        0.0346807156        0.0009673272
        0.4096805210        0.0737390942        0.0352200975        0.0010330961
        0.4161143309        0.0725863827        0.0357590319        0.0010784509
        0.4225400526        0.0722013800        0.0362974991        0.0011333437
        0.4289575762        0.0721712059        0.0368354800        0.0011692327
        0.4353667935        0.0736109478        0.0373729565        0.0012245615
        0.4417675994        0.0726884531        0.0379099104        0.0012605632
        0.4481598858        0.0671114803        0.0384463249        0.0013027417
        0.4545435508        0.0726987108        0.0389821834        0.0014194297
        0.4609184877        0.0710429087        0.0395174695        0.0014957769
        0.4672845947        0.0716549942        0.0400521678        0.0016443257
        0.4736417684        0.0699036176        0.0405862628        0.0017533598
        0.4799899084        0.0736446531        0.0411197400        0.0019361344
        0.4863289145        0.0731400631        0.0416525848        0.0021078706
        0.4926586864        0.0692269427        0.0421847835        0.0022206489
        0.4989791255        0.0696055231        0.0427163224        0.0023519354
        0.5052901363        0.0678886142        0.0432471880        0.0024348997
        0.5115916184        0.0643461392        0.0437773676        0.0027250705
        0.5178834796        0.0737545207        0.0443068486        0.0037519113
        0.5241656228        0.0651338262        0.0448356184        0.0071360101
        0.5304379558        0.1250462270        0.0453636653        0.0268965014
        0.5367003861        0.1489207690        0.0458909773        0.0646927078
