# Hecus319_03-D2O-30C.dat
#
# sample:	005355_005356.chi
# background:	005205_005207.chi
# scfb = 0.9612
# y' = y(sample) - scfb * y(background)
# dy' = sqrt( dy(sample)^2 + ( scfb * dy(background) )^2 )
# Drop 0 points at the beginning and 0 points at the end
#
#           s [1/nm]            I [1/cm]           dI [1/cm]
        0.4384831420        0.0029482679        0.0000454306
        0.4423126890        0.0025370080        0.0000458167
        0.4461422360        0.0024699741        0.0000454881
        0.4499717830        0.0036754310        0.0000351224
        0.4538013300        0.0034893151        0.0000407612
        0.4576308770        0.0030930943        0.0000478429
        0.4614604240        0.0024574563        0.0000489833
        0.4652899720        0.0030553766        0.0000416453
        0.4691195190        0.0021435076        0.0000385143
        0.4729490660        0.0027203386        0.0000434917
        0.4767786130        0.0025160425        0.0000409597
        0.4806081600        0.0037801567        0.0000417218
        0.4844377070        0.0027706623        0.0000452292
        0.4882672540        0.0029542341        0.0000401932
        0.4920968010        0.0026491396        0.0000468863
        0.4959263480        0.0035387593        0.0000518836
        0.4997558950        0.0038524377        0.0000481559
        0.5035854420        0.0023374004        0.0000463103
        0.5074149900        0.0027523265        0.0000537079
        0.5112445370        0.0035290498        0.0000516446
        0.5150740840        0.0039455327        0.0000498899
        0.5189036310        0.0034753792        0.0000602383
        0.5227331780        0.0029802879        0.0000554289
        0.5265627250        0.0026028908        0.0000551258
        0.5303922720        0.0029994071        0.0000535800
        0.5342218190        0.0036195185        0.0000567416
        0.5380513660        0.0032697098        0.0000576071
        0.5418809130        0.0037265498        0.0000419972
        0.5457104600        0.0032921434        0.0000473634
        0.5495400080        0.0025653648        0.0000495936
        0.5533695550        0.0032789089        0.0000519076
        0.5571991020        0.0024289879        0.0000470079
        0.5610286490        0.0030797227        0.0000481321
        0.5648581960        0.0033318720        0.0000556927
        0.5686877430        0.0032259930        0.0000524951
        0.5725172900        0.0028240484        0.0000689592
        0.5763468370        0.0026665347        0.0000614586
        0.5801763840        0.0033764436        0.0000532746
        0.5840059310        0.0037151888        0.0000618545
        0.5878354780        0.0040705542        0.0000601134
        0.5916650260        0.0039078983        0.0000565010
        0.5954945730        0.0033586230        0.0000493509
        0.5993241200        0.0034448406        0.0000511129
        0.6031536670        0.0028443559        0.0000589433
        0.6069832140        0.0019123524        0.0000508009
        0.6108127610        0.0022983949        0.0000632107
        0.6146423080        0.0031283230        0.0000630831
        0.6184718550        0.0020110638        0.0000644438
        0.6223014020        0.0029321746        0.0000544479
        0.6261309490        0.0012756584        0.0000577246
        0.6299604960        0.0026332375        0.0000528588
        0.6337900440        0.0038078042        0.0000505034
        0.6376195910        0.0029401291        0.0000560247
        0.6414491380        0.0033667122        0.0000562691
        0.6452786850        0.0038939398        0.0000631030
        0.6491082320        0.0031584538        0.0000654448
        0.6529377790        0.0026819109        0.0000545515
        0.6567673260        0.0027890075        0.0000561146
        0.6605968730        0.0021926330        0.0000535962
        0.6644264200        0.0022024415        0.0000588017
        0.6682559670        0.0029501131        0.0000727816
        0.6720855140        0.0039164916        0.0000686622
        0.6759150620        0.0031992057        0.0000806986
        0.6797446090        0.0031303535        0.0000775876
        0.6835741560        0.0036512218        0.0000521318
        0.6874037030        0.0033269521        0.0000736992
        0.6912332500        0.0034350791        0.0000870815
        0.6950627970        0.0038255497        0.0000891233
        0.6988923440        0.0043499191        0.0000546677
        0.7027218910        0.0048553063        0.0000623316
        0.7065514380        0.0049533948        0.0000635026
        0.7103809850        0.0055974369        0.0000628836
        0.7142105320        0.0048490729        0.0000825582
        0.7180400800        0.0046262322        0.0000737934
        0.7218696270        0.0054593465        0.0000796641
        0.7256991740        0.0058388748        0.0000803418
        0.7295287210        0.0057915979        0.0000827996
        0.7333582680        0.0058756770        0.0000827078
        0.7371878150        0.0055761680        0.0000579574
        0.7410173620        0.0058043543        0.0000540543
        0.7448469090        0.0048808359        0.0000723859
        0.7486764560        0.0042131227        0.0000623429
        0.7525060030        0.0042420005        0.0000630974
        0.7563355500        0.0048113517        0.0000624425
        0.7601650980        0.0055677916        0.0000625384
        0.7639946450        0.0048075653        0.0000688600
        0.7678241920        0.0037033059        0.0000682680
        0.7716537390        0.0044288590        0.0000666219
        0.7754832860        0.0042767175        0.0000715517
        0.7793128330        0.0027958001        0.0000646521
        0.7831423800        0.0033816368        0.0000649946
        0.7869719270        0.0041309594        0.0000826923
        0.7908014740        0.0037086089        0.0000822492
        0.7946310210        0.0032608901        0.0000838137
        0.7984605680        0.0025802767        0.0000655077
        0.8022901160        0.0032837668        0.0000775548
        0.8061196630        0.0023897258        0.0000766916
        0.8099492100        0.0027982262        0.0001001784
        0.8137787570        0.0017265332        0.0001195947
        0.8176083040        0.0028819217        0.0001300830
        0.8214378510        0.0024618627        0.0001319120
        0.8252673980        0.0020232268        0.0001810077
        0.8290969450        0.0050221521        0.0001885319
        0.8329264920        0.0033055968        0.0002272421
        0.8367560390        0.0038917250        0.0002480588
        0.8405855860        0.0025693863        0.0001553411
        0.8444151340        0.0009924562        0.0003069233
        0.8482446810        0.0015265963        0.0003504244
        0.8520742280        0.0023843771        0.0004677113
        0.8559037750        0.0056681532        0.0006005893
        0.8597333220        0.0046526261        0.0005944371
        0.8635628690        0.0057923146        0.0006856193
        0.8673924160        0.0024128164        0.0007337651
        0.8712219630        0.0027534222        0.0009698066
        0.8750515100        0.0045269856        0.0014828352
        0.8788810570        0.0029368817        0.0014664318
        0.8827106040        0.0039292183        0.0006484063
        0.8865401520        0.0053451210        0.0011416370
        0.8903696990        0.0026858709        0.0014722007
        0.8941992460        0.0127968035        0.0020991509
        0.8980287930        0.0154287614        0.0014891366
