# JCNS331-30C.dat
#
# low-Q:
# sample:	QI-53352-KWS-HF.RAD
# scf = 0.95
# y' = scf * y(sample)
# dy' = scf * dy(sample)
# Drop 0 points at the beginning and 4 points at the end
#
# middle-Q:
# sample:	QI-53317-KWS-HF.RAD
# scf = 0.98
# y' = scf * y(sample)
# dy' = scf * dy(sample)
# Drop 4 points at the beginning and 6 points at the end
#
# high-Q:
# sample:	QI-53300-KWS-HF.RAD
# y' = y(sample)
# dy' = dy(sample)
# Drop 8 points at the beginning and 0 points at the end
#
#           s [1/nm]            I [1/cm]           ds [1/nm]           dI [1/cm]
        0.0234794566     1544.6373475000        0.0024861650        1.1671645660
        0.0239714797     1479.9042622000        0.0024286355        0.6993078855
        0.0240663913     1630.1238385000        0.0025263247        1.1641819840
        0.0246533221     1706.7543820000        0.0025668239        1.1802607815
        0.0252402489     1759.4284525000        0.0026076467        1.1885690540
        0.0254695519     1691.8162184000        0.0025362473        0.7334680091
        0.0258271719     1789.4635860000        0.0026487783        1.1588765000
        0.0264140906     1787.9687610000        0.0026902044        1.1404309390
        0.0269675974     1712.7046244000        0.0026455997        0.6940942914
        0.0270010052     1754.0998835000        0.0027319116        1.1118053015
        0.0275879154     1678.4358985000        0.0027738872        1.0867879920
        0.0281748213     1605.6192440000        0.0028161192        1.1053273560
        0.0284656152     1571.1421838000        0.0027564850        0.6412231189
        0.0287617226     1504.8109820000        0.0028585961        1.1365495240
        0.0293486195     1367.4766450000        0.0029013072        1.0657571770
        0.0299355117     1231.7186240000        0.0029442423        0.9849016795
        0.0299636033     1283.8658168000        0.0028687252        0.5608651338
        0.0305223990     1101.4964905000        0.0029873917        0.9313271629
        0.0311092814      981.6440725000        0.0030307462        0.8704109893
        0.0314615604      941.7833026000        0.0029821667        0.4661325704
        0.0316961589      863.2797620500        0.0030742970        0.8063353408
        0.0322830315      759.7504027000        0.0031180361        0.7424587012
        0.0328698988      667.1484630000        0.0031619554        0.6832390538
        0.0329594849      648.6711247800        0.0030966772        0.3788734743
        0.0334567610      574.6284494000        0.0032060476        0.6402284356
        0.0340436178      489.7136570000        0.0032503056        0.6484845844
        0.0344573751      450.6115724600        0.0032121419        0.3105902985
        0.0346304692      426.8639826000        0.0032947228        0.6579130589
        0.0352173150      376.7110392000        0.0033392926        0.6464151861
        0.0358041552      340.5846624500        0.0033840091        0.6485748857
        0.0359552295      331.2971124400        0.0033284609        0.2579755430
        0.0363909897      311.6949914500        0.0034288665        0.6582684397
        0.0369778185      284.8272140000        0.0034738593        0.6592076847
        0.0374530467      262.5852425000        0.0034455474        0.2258812055
        0.0375646414      264.8100737000        0.0035189823        0.6564925705
        0.0381514583      247.6441826500        0.0035642305        0.6568478125
        0.0387382691      231.6195484500        0.0036095992        0.6654533238
        0.0389508251      215.3726801800        0.0035633251        0.2006376364
        0.0393250737      216.1110302500        0.0036550839        0.6664007550
        0.0399118720      205.6651760500        0.0037006802        0.6815268128
        0.0404485630      183.3470220400        0.0036817274        0.1847912706
        0.0404986641      191.1631705000        0.0037463841        0.7071118242
        0.0410854497      185.0354814500        0.0037921916        0.7413385790
        0.0416722287      172.6062999000        0.0038380990        0.7730501158
        0.0419462591      173.3927612200        0.0038006953        0.2121335999
        0.0422590011      168.3609579500        0.0038841027        0.8337600995
        0.0428457667      160.5498071500        0.0039301994        0.8722788670
        0.0434325256      156.4744582000        0.0039763857        0.9477900682
        0.0434439116      157.5784385000        0.0039201770        0.1947021174
        0.0440192776      148.6189272000        0.0040226585        0.9516740805
        0.0446060225      143.1493497000        0.0040690149        1.0090521235
        0.0449415190      139.1584065200        0.0040401263        0.1668937491
        0.0451927602      139.7291179000        0.0041154520        1.0406686365
        0.0464390798      130.7795290200        0.0041605022        0.1503573791
        0.0479365924      129.8871772800        0.0042812685        0.1485425563
        0.0494340553      130.2934725400        0.0044023924        0.1490162314
        0.0509314671      127.1250864800        0.0045238447        0.1420561303
        0.0524288260      123.0264520800        0.0046455993        0.1369172034
        0.0539261305      116.1283967200        0.0047676324        0.1312439569
        0.0554233791      107.6953987200        0.0048899227        0.1249318406
        0.0569205701       97.2223338380        0.0050124510        0.1168818756
        0.0584177023       85.4046585840        0.0051351996        0.1096138095
        0.0599147739       73.4354548480        0.0052581527        0.1000961563
        0.0614117834       62.5661544060        0.0053812957        0.0906290976
        0.0629087292       52.5893245780        0.0055046155        0.0824408022
        0.0644056099       43.5719360160        0.0056280999        0.0741230301
        0.0659024238       36.0058888420        0.0057517377        0.0660842516
        0.0673991694       30.3727331040        0.0058755189        0.0597917722
        0.0688958452       26.1161511240        0.0059994341        0.0540216170
        0.0703924496       22.8123678720        0.0061234745        0.0503676456
        0.0718889810       20.5984152780        0.0062476323        0.0502541971
        0.0733854380       19.0198969380        0.0063719002        0.0506327904
        0.0748818190       17.1079628020        0.0064962712        0.0471017894
        0.0763781223       15.6363418820        0.0066207391        0.0447537205
        0.0778743467       14.2860222260        0.0067452980        0.0428189792
        0.0793704904       13.1999826000        0.0068699424        0.0403348594
        0.0808665519       12.1997030680        0.0069946673        0.0381727123
        0.0823625296       11.2667354240        0.0071194680        0.0362340216
        0.0838584222       10.3789090300        0.0072443400        0.0340940521
        0.0853542278        9.5295143062        0.0073692792        0.0333334351
        0.0868499451        8.5777232436        0.0074942818        0.0345200417
        0.0883455726        7.8420121948        0.0076193441        0.0357038103
        0.0898411085        7.1090196856        0.0077444627        0.0358110966
        0.0913365516        6.5428241858        0.0078696344        0.0363761510
        0.0928319001        6.0432204994        0.0079948562        0.0368189549
        0.0936616476        6.2349795300        0.0097603300        0.0136637585
        0.0943271527        5.7952015408        0.0081201254        0.0382077177
        0.0958223076        5.2014451580        0.0082454392        0.0372327027
        0.0973173633        4.8380365600        0.0083707951        0.0375371974
        0.0988123185        4.6016527886        0.0084961908        0.0381044361
        0.1003071715        4.4821264614        0.0086216239        0.0395603664
        0.1018019206        4.2866160302        0.0087470926        0.0404410429
        0.1032965646        4.0202996974        0.0088725945        0.0408921575
        0.1047911018        3.8709085072        0.0089981280        0.0435294376
        0.1062855306        3.7501306318        0.0091236911        0.0466960008
        0.1070197475        3.6974185800        0.0107034024        0.0091160853
        0.1077798497        3.5953083404        0.0092492822        0.0496453014
        0.1092740573        3.6038259026        0.0093748997        0.0541980190
        0.1107681520        3.4901998320        0.0095005419        0.0579820317
        0.1122621321        3.2089060416        0.0096262074        0.0579998295
        0.1136955533        3.2448290800        0.0111879564        0.0084390384
        0.1203690144        2.8876987000        0.0116797062        0.0074266495
        0.1270399947        2.5176279700        0.0121777424        0.0064709172
        0.1337083579        2.2131379300        0.0126812857        0.0058547260
        0.1403739689        1.8941373900        0.0131896668        0.0051504746
        0.1470366919        1.5748804100        0.0137023077        0.0045828415
        0.1536963923        1.2439427100        0.0142187081        0.0039432891
        0.1603529358        0.9650787350        0.0147384330        0.0034656698
        0.1670061869        0.7507383920        0.0152611023        0.0029980369
        0.1736560131        0.6299367900        0.0157863833        0.0026861029
        0.1803022805        0.5534780650        0.0163139830        0.0025191407
        0.1869448556        0.5441985800        0.0168436425        0.0028908288
        0.1935836078        0.5258457910        0.0173751325        0.0027923269
        0.2002184017        0.5089661830        0.0179082490        0.0024884806
        0.2068491086        0.5271721330        0.0184428094        0.0024566175
        0.2134755947        0.5378893710        0.0189786505        0.0023908360
        0.2200977311        0.5295882790        0.0195156253        0.0023553478
        0.2267153872        0.5227989910        0.0200536011        0.0022702845
        0.2333284343        0.4927004670        0.0205924579        0.0021564670
        0.2399367417        0.4623883530        0.0211320868        0.0020595034
        0.2465401805        0.4213801710        0.0216723883        0.0019575273
        0.2531386235        0.3831319820        0.0222132720        0.0019009717
        0.2597319417        0.3413028010        0.0227546542        0.0017873336
        0.2663200110        0.3014309870        0.0232964589        0.0016996660
        0.2729027040        0.2717373810        0.0238386152        0.0015894850
        0.2794798934        0.2385708870        0.0243810584        0.0014885843
        0.2860514567        0.2187421090        0.0249237281        0.0014307824
        0.2926172666        0.1994817590        0.0254665680        0.0013518336
        0.2991772020        0.1912035560        0.0260095262        0.0013126282
        0.3057311373        0.1777637660        0.0265525538        0.0012698757
        0.3122789515        0.1674747600        0.0270956053        0.0012407988
        0.3188205221        0.1634058760        0.0276386380        0.0012993558
        0.3253557296        0.1577926190        0.0281816115        0.0013006165
        0.3318844516        0.1539744990        0.0287244880        0.0012836723
        0.3384065702        0.1558260090        0.0292672320        0.0012743602
        0.3449219646        0.1540782570        0.0298098096        0.0012668928
        0.3514305184        0.1534601720        0.0303521887        0.0012785681
        0.3579321141        0.1530247140        0.0308943389        0.0012463503
        0.3644266336        0.1499099090        0.0314362315        0.0012201509
        0.3709139610        0.1467416990        0.0319778387        0.0011831219
        0.3773939832        0.1447444420        0.0325191345        0.0012117729
        0.3838665839        0.1471292380        0.0330600935        0.0013049677
        0.3903316503        0.1457681240        0.0336006920        0.0014119283
        0.3967890693        0.1406612760        0.0341409068        0.0014682460
        0.4032387294        0.1424275300        0.0346807156        0.0015518374
        0.4096805210        0.1433031470        0.0352200975        0.0016536444
        0.4161143309        0.1408687060        0.0357590319        0.0017286069
        0.4225400526        0.1399237730        0.0362974991        0.0018256441
        0.4289575762        0.1364770840        0.0368354800        0.0018525231
        0.4353667935        0.1351136190        0.0373729565        0.0019309144
        0.4417675994        0.1450104450        0.0379099104        0.0020509020
        0.4481598858        0.1421865940        0.0384463249        0.0021367646
        0.4545435508        0.1403616430        0.0389821834        0.0022677633
        0.4609184877        0.1354640920        0.0395174695        0.0023821942
        0.4672845947        0.1387208840        0.0400521678        0.0026365261
        0.4736417684        0.1395136000        0.0405862628        0.0028139858
        0.4799899084        0.1398599340        0.0411197400        0.0030858497
        0.4863289145        0.1431121300        0.0416525848        0.0033832775
        0.4926586864        0.1428347430        0.0421847835        0.0035840345
        0.4989791255        0.1302007430        0.0427163224        0.0036830865
        0.5052901363        0.1414792380        0.0432471880        0.0039496803
        0.5115916184        0.1379868430        0.0437773676        0.0044079240
        0.5178834796        0.1327405170        0.0443068486        0.0057983999
        0.5241656228        0.1432963170        0.0448356184        0.0122896642
        0.5304379558        0.1197519470        0.0453636653        0.0340673365
        0.5367003861        0.1017672090        0.0458909773        0.0808381204
